Roll: 1101ME21
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.469387755102041,49,49,7.469387755102041
2,44,44,8.136363636363637,93,93,7.78494623655914
3,47,47,9.319148936170214,140,140,8.3
4,49,49,8.142857142857142,189,189,8.25925925925926
5,52,52,8.653846153846153,241,241,8.344398340248963
6,46,46,8.391304347826088,287,287,8.35191637630662
7,40,40,8.65,327,327,8.388379204892967
8,40,40,9.25,367,367,8.482288828337875
