Roll: 1211MC04
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.8,40,40,8.8
2,40,40,8.05,80,80,8.425
3,50,50,9.8,130,130,8.953846153846154
4,45,45,10.0,175,175,9.222857142857142
