Roll: 1311CS02
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,9.4,40,40,9.4
2,44,44,9.227272727272727,84,84,9.30952380952381
3,50,50,10.0,134,134,9.567164179104477
4,45,45,10.0,179,179,9.675977653631286
