Roll: 1201CS37
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.591836734693878,49,49,8.591836734693878
2,44,44,8.431818181818182,93,93,8.516129032258064
3,43,43,8.13953488372093,136,136,8.397058823529411
4,47,47,7.8936170212765955,183,183,8.26775956284153
5,48,48,8.458333333333334,231,231,8.307359307359308
6,40,40,8.225,271,271,8.29520295202952
7,41,41,8.024390243902438,312,312,8.259615384615385
8,40,40,7.7,352,352,8.196022727272727
