Roll: 1101CS18
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.653061224489796,49,49,7.653061224489796
2,44,44,6.25,93,93,6.989247311827957
3,43,43,7.372093023255814,136,136,7.110294117647059
4,47,47,6.319148936170213,183,183,6.907103825136612
5,48,48,6.166666666666667,231,231,6.753246753246753
6,40,40,6.75,271,271,6.752767527675276
7,41,41,6.951219512195122,312,312,6.778846153846154
8,40,40,7.8,352,352,6.894886363636363
