Roll: 0901ME13
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.510204081632653,49,49,7.510204081632653
2,44,44,6.931818181818182,93,93,7.236559139784946
3,47,47,7.25531914893617,140,140,7.242857142857143
4,49,49,7.653061224489796,189,189,7.349206349206349
5,46,46,8.08695652173913,235,235,7.493617021276596
6,46,46,8.73913043478261,281,281,7.697508896797153
7,40,40,8.8,321,321,7.834890965732087
8,40,40,8.5,361,361,7.908587257617729
