Roll: 1121PH03
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,22,22,8.272727272727273,22,22,8.272727272727273
3,6,6,10.0,28,28,8.642857142857142
