Roll: 1311MC07
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.8,40,40,8.8
2,44,44,9.136363636363637,84,84,8.976190476190476
3,50,50,10.0,134,134,9.35820895522388
4,45,45,9.0,179,179,9.268156424581006
