Roll: 1001ME34
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,7.755102040816326,49,49,7.755102040816326
2,44,44,6.9772727272727275,93,93,7.387096774193548
3,47,47,7.468085106382978,140,140,7.414285714285715
4,49,49,7.591836734693878,189,189,7.4603174603174605
5,46,46,7.565217391304348,235,235,7.480851063829787
6,46,46,9.08695652173913,281,281,7.7437722419928825
7,40,40,8.7,321,321,7.862928348909658
8,40,40,8.1,361,361,7.889196675900277
