Roll: 1101ME20
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.061224489795919,49,49,8.061224489795919
2,44,44,7.295454545454546,93,93,7.698924731182796
3,47,47,8.0,140,140,7.8
4,49,49,7.653061224489796,189,189,7.761904761904762
5,52,52,8.961538461538462,241,241,8.020746887966805
6,46,46,8.304347826086957,287,287,8.066202090592334
7,40,40,8.0,327,327,8.058103975535168
8,40,40,8.65,367,367,8.122615803814714
