Roll: 1211MC05
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,9.3,40,40,9.3
2,40,40,9.15,80,80,9.225
3,50,50,9.8,130,130,9.446153846153846
4,45,45,9.0,175,175,9.331428571428571
