Roll: 1311CS14
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.6,40,40,8.6
2,44,44,8.727272727272727,84,84,8.666666666666666
3,50,50,9.8,134,134,9.08955223880597
4,45,45,10.0,179,179,9.318435754189943
