Roll: 1311MC02
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,8.2,40,40,8.2
2,44,44,8.318181818181818,84,84,8.261904761904763
3,50,50,9.0,134,134,8.537313432835822
4,45,45,9.0,179,179,8.653631284916202
