Roll: 1001CS18
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.183673469387756,49,49,8.183673469387756
2,44,44,7.795454545454546,93,93,8.0
3,43,43,8.186046511627907,136,136,8.058823529411764
4,47,47,7.9787234042553195,183,183,8.03825136612022
5,42,42,7.642857142857143,225,225,7.964444444444444
6,40,40,7.425,265,265,7.8830188679245285
7,41,41,7.2439024390243905,306,306,7.7973856209150325
8,40,40,7.25,346,346,7.734104046242774
