Roll: 1201CS12
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,6.63265306122449,49,49,6.63265306122449
2,44,44,6.318181818181818,93,93,6.483870967741935
3,43,43,6.744186046511628,136,136,6.5661764705882355
4,47,47,6.638297872340425,183,183,6.584699453551913
5,48,48,8.041666666666666,231,231,6.887445887445887
6,40,40,7.5,271,271,6.977859778597786
7,41,41,8.365853658536585,312,312,7.160256410256411
8,40,40,8.35,352,352,7.295454545454546
