Roll: 1301CS55
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,49,49,8.857142857142858,49,49,8.857142857142858
2,44,44,9.0,93,93,8.924731182795698
3,43,43,8.86046511627907,136,136,8.904411764705882
4,47,47,9.042553191489361,183,183,8.939890710382514
5,42,42,9.428571428571429,225,225,9.03111111111111
6,40,40,9.325,265,265,9.075471698113208
7,41,41,9.609756097560975,306,306,9.147058823529411
8,40,40,9.6,346,346,9.199421965317919
