Roll: 1211MC10
Semester,Semester Credits,Semester Credits Cleared,SPI,Total Credits,Total Credits Cleared,CPI
1,40,40,7.65,40,40,7.65
2,40,40,7.95,80,80,7.8
3,50,50,9.2,130,130,8.338461538461539
4,45,45,8.0,175,175,8.251428571428571
